"Kod portu 
";Data przybycia (rrrr-mm-dd);"Godzina przybycia
(hh:mm)";"Kod portu, 
z którego jednostka przyp³ynê³a ";Nazwa statku;Bandera;nr IMO ;Sygna³ wywo³awczy;"Pojemnoœæ brutto 
(tony)";D³ugoœæ (metry);Agent;Nabrze¿e (miejsce zacumowania)
PLNOW;25.04.2012;08:00:00;EELSA;EIDE WRESTLER;Bahamas;7415137;C6UP6;1976;78.00;Mar-Yard Ltd. Shipbrokers, Husbandry Agents ;GSR NAB. CZO£OWE
PLNOW;25.04.2012;06:30:00;GBNCL;CITY OF SUNDERLAND;Isle of Man;9046356;MQPU6;9576;99.92;Morska Agencja Gdynia Ltd. Harbour Office Gdansk;WOC II
PLNOW;25.04.2012;13:40:00;SENYN;SCANDINAVIA;Bahamas;7826788;C6TA7;23842;146.10;Polferries Gdansk;BAZA PROMOWA  P¯B
PLNOW;25.04.2012;12:40:00;SENYN;SCANDINAVIA;Bahamas;7826788;C6TA7;23842;146.10;Polferries Gdansk;BAZA PROMOWA  P¯B
PLNOW;26.04.2012;20:05:00;NLABL;FORZA;Netherlands;9199402;PBLD;3244;99.95;Balta SA;nab Wêglowe
PLNOW;26.04.2012;02:50:00;NLTNZ;HJORDIS;Finland;9126235;OJHI;5239;119.85;Vetro Shipping Services;Nab. Rudowe
PLNOW;26.04.2012;22:42:00;DEHAM;HANSE CONFIDENCE;Antigua and Barbuda;9318761;V2OT6;9800;140.39;POLSKA ZJEDNOCZONA KORPORACJA BALTYCKA;NAB. SZCZECIÑSKIE
PLNOW;26.04.2012;10:00:00;DEFLF;SAN REMO;Saint Vincent and the Grenadines;6507983;J8B2632;1283;72.07;Morska Agencja Gdynia Ltd. Harbour Office Gdansk;EL5
PLNOW;26.04.2012;11:00:00;LVLPX;LABA;Antigua and Barbuda;7614680;J8B3825;1639;80.95;Baltic Shipping Agency Ltd.;ELEWATOR 1
PLNOW;26.04.2012;23:00:00;NOJEL;BELTNES;Antigua and Barbuda;9432206;V2EG7;20234;175.60;Unibaltic Sp. z o.o.;OPP SIARKPORT
PLNOW;26.04.2012;15:25:00;NLDOR;SAN BERNARDINO;Switzerland;9264116;HBLV;3977;106.00;OKMARIT Ltd;Rudowe
PLNOW;26.04.2012;12:45:00;SENYN;BALTIVIA;Bahamas;7931997;C6WN5;17790;136.60;Polferries Gdansk;Baza Promowa P¯B 
PLNOW;26.04.2012;23:58:00;PL888;BREMEN HUNTER;Antigua and Barbuda;8028565;V2PO4;1367;65.00;POLFRACHT AGENCJA ZEGLUGOWA SP. Z O. O.;NAB. FLISAKOW
PLNOW;27.04.2012;17:40:00;NLTNZ;POMORYE;Russian Federation;9428499;UBLE7;15868;180.50;POLFRACHT AGENCJA ZEGLUGOWA SP. Z O. O.;NAB. OPP
PLNOW;27.04.2012;09:00:00;GRAGM;PIONER MOLDAVII;Russian Federation;7741263;UCON;5370;129.99;Unibaltic Sp. z o.o.;CHEMIKOW
PLNOW;27.04.2012;07:00:00;DKMRS;SWEDICA HAV;Bahamas;8605478;C6VU6;1616;82.50;Baltic Shipping Agency Ltd.;ELEWATOR 3/4
PLNOW;27.04.2012;07:00:00;DEHAM;BARMBEK;Liberia;9313228;A8ZA2;16324;169.00;Burger Poland;NABRZEZE SZCZECINSKIE
PLNOW;27.04.2012;17:40:00;NLAMS;CRYSTAL PEARL;Luxembourg;9016935;LXCY;5677;111.96;OKMARIT Ltd;chemików
PLNOW;27.04.2012;18:46:00;PLGDY;MARTHA;Dominica;7516694;J7BR2;1770;75.42;POLFRACHT AGENCJA ZEGLUGOWA SP. Z O. O.;NAB. PRZEMYS£OWE
PLNOW;27.04.2012;13:00:00;SENYN;SCANDINAVIA;Bahamas;7826788;C6TA7;23842;146.10;Polferries Gdansk;BAZA PROMOWA  P¯B
PLNOW;27.04.2012;17:00:00;LVVNT;PORONIEC;Poland;7641475;SQHS;697;60.81;Ship-Service S.A. o/Sopot;Wêglowe
PLNOW;27.04.2012;07:30:00;PLGDY;ABIS BORDEAUX;Netherlands;9545039;PBQA;2978;89.95;Vetro Shipping Services;Zakrêt Piêciu Gwizdków
PLNOW;27.04.2012;23:00:00;DKAAR;XIAOYI C;Isle of Man;9610509;2ERO9;5629;108.20;CST COMET Shipping & Trading;NAB. OLIWSKIE
PLNOW;28.04.2012;15:45:00;SE888;LADOGA 8;Belize;7347483;V3WY;1511;81.01;POLFRACHT AGENCJA ZEGLUGOWA SP. Z O. O.;NAB. BYTOMSKIE
PLNOW;28.04.2012;09:00:00;NOEYD;SAFE CALEDONIA;Singapore;8758859;9VKB8;19045;91.29;Mar-Yard Ltd. Shipbrokers, Husbandry Agents ;REMONTOWA S.A.
PLNOW;28.04.2012;09:00:00;NOEYD;BB TROLL;Norway;9203203;LNML;2528;73.80;Mar-Yard Ltd. Shipbrokers, Husbandry Agents ;REMONTOWA S.A.
PLNOW;28.04.2012;00:20:00;DEBKE;HEINZ G;Antigua and Barbuda;9130236;V2QE2;2545;88.60;Baltic Shipping Agency Ltd.;ELEWTOR 3/4
PLNOW;28.04.2012;10:00:00;DKKAL;CROWNBREEZE;Netherlands;9195652;PCHY;2548;87.00;Morska Agencja Gdynia Ltd. Harbour Office Gdansk;OLIWSKIE
PLNOW;28.04.2012;13:00:00;SENYN;BALTIVIA;Bahamas;7931997;C6WN5;17790;136.60;Polferries Gdansk;Baza Promowa P¯B 
PLNOW;28.04.2012;11:45:00;PLGDY;MARSTAN;Antigua and Barbuda;9232979;V2DA3;6368;132.23;UNIFEEDER A/S S.A. O. W POLSCE;Szczecinskie
PLNOW;28.04.2012;09:00:00;PL888;OCEANIA;Poland;8304854;SQOC;370;48.93;POLSTEAM SHIPPING AGENCY Gdynia;Gdansk, nab. Zbozowe
PLNOW;28.04.2012;14:55:00;DZAAE;MARIT;Netherlands;9364148;PBLH;6046;122.04;TRANSIMPEX;Chemików
PLNOW;29.04.2012;04:25:00;NLRTM;BARILOCHE;Panama;9336593;3EJU5;39643;224.00;Inchcape Shipping Services Poland SP. Z O. O.;GSR DOK 5
PLNOW;29.04.2012;11:30:00;SEMMA;FAUST;Sweden;9332925;SLKQ;71583;227.80;Morska Agencja Gdynia Ltd. Harbour Office Gdansk;GSR
PLNOW;29.04.2012;19:30:00;DKGRE;BALTIC BETINA;Malta;8215601;9HDW8;2647;89.00;POSEIDON & FRACHTCONTOR JUNGE;Obr. Westerplatte
PLNOW;29.04.2012;23:00:00;PLGDY;DS AGILITY;Liberia;9395616;A8LD9;9940;147.87;UNIFEEDER A/S S.A. O. W POLSCE;szczecinskie
PLNOW;29.04.2012;18:13:00;PL888;BREMEN HUNTER;Antigua and Barbuda;8028565;V2PO4;1367;65.00;POLFRACHT AGENCJA ZEGLUGOWA SP. Z O. O.;NAB. FLISAKOW
PLNOW;30.04.2012;02:00:00;DZAAE;KONINGSBORG;Netherlands;9155925;PDHI;6142;130.65;East-Nav sp. z o. o.;Chemików
PLNOW;30.04.2012;13:00:00;SENYN;SCANDINAVIA;Bahamas;7826788;C6TA7;23842;146.10;Polferries Gdansk;BAZA PROMOWA  P¯B
PLNOW;30.04.2012;03:30:00;NLRTM;SKAGEN;Panama;9537472;3FXE2;11927;147.55;KOSIOR SHIPPING COMPANY Sp. z o.o.;OLIWSKIE
PLNOW;30.04.2012;08:00:00;PL888;OCEANIA;Poland;8304854;SQOC;370;48.93;POLSTEAM SHIPPING AGENCY Gdynia;Gdansk, nab. Zbozowe
PLNOW;30.04.2012;02:00:00;DERSK;EEMS SERVANT;Netherlands;9559602;PBTI;1862;87.20;Nawigator Shipping Head Office Gdansk ;Flisaków
PLNOW;30.04.2012;15:45:00;NOJEL;FITNES;Antigua and Barbuda;9490105;V2ER8;20234;175.60;Unibaltic Sp. z o.o.;OPP SIARKPORT
PLNOW;01.05.2012;21:45:00;NOSTY;WILSON BAR;Malta;7810208;9HWW6;3867;107.40;Baltic Shipping Agency Ltd.;nab. chemikow
PLNOW;01.05.2012;09:30:00;DKAAR;O.W.SCANDINAVIA;Denmark;9341419;OWZR2;2143;83.40;INTER BALT;Nabrze¿e OPP
PLNOW;01.05.2012;12:50:00;SENYN;BALTIVIA;Bahamas;7931997;C6WN5;17790;136.60;Polferries Gdansk;Baza Promowa P¯B 
PLNOW;01.05.2012;13:30:00;PLGDN;HERKULES II+ K2/006;Poland;6611150;SQMR;187;28.60;Morska Agencja Gdynia Ltd. Harbour Office Gdansk;nab. wislane
PLNOW;01.05.2012;12:00:00;PL888;MERWERIVER ;Netherlands;9528524;PCLH ;2767;90.27;Burger Poland;STOCZNIA MARPRO
PLNOW;02.05.2012;07:30:00;ARSLO;SAMJOHN LIBERTY;Greece;9149029;SVLE;38846;225.00;Baltic Shipping Agency Ltd.;ELEWATOR 2
PLNOW;02.05.2012;07:00:00;DKFDV;LISA D;Antigua and Barbuda;8205187;V2OK3;1162;73.66;Morska Agencja Gdynia Ltd. Harbour Office Gdansk;nab. Kaszubskie
PLNOW;02.05.2012;15:00:00;GBHUL;SYDLAND;Antigua and Barbuda;8003943;V2VJ;2225;80.81;Baltic Shipping Agency Ltd.;RUDOWE
PLNOW;02.05.2012;13:00:00;SENYN;SCANDINAVIA;Bahamas;7826788;C6TA7;23842;146.10;Polferries Gdansk;BAZA PROMOWA  P¯B
PLNOW;03.05.2012;00:25:00;NLDOR;WOJTEK;Poland;5184980;SPG2490;134;28.15;COMAL SP Z O. O.;nab. Ostrowica III
PLNOW;03.05.2012;09:15:00;DKGRE;SETLARK;Saint Vincent and the Grenadines;8223127;J8B3220;1281;75.00;Schultz Shipping Sp. z o.o.;Bytomskie
PLNOW;03.05.2012;16:45:00;LVVNT;HALICZ;Poland;7615749;SQFZ;694;60.77;Oktan Energy & V/L Service;NAB. Administracyjne
PLNOW;03.05.2012;22:48:00;PL888;BREMEN HUNTER;Antigua and Barbuda;8028565;V2PO4;1367;65.00;POLFRACHT AGENCJA ZEGLUGOWA SP. Z O. O.;NAB. FLISAKOW
PLNOW;04.05.2012;08:00:00;PLSZZ;CYKLOP;Poland;6605448;SQLI;186;26.76;Ship-Service S.A. o/Sopot;CPN 4
PLNOW;04.05.2012;09:30:00;SEHEL;HAVSTRAUM;Norway;9011519;LECB3;4931;115.10;Wilhelmsen Ships Service Polska Sp. z o.o. Branch Office Sopot;Chemików
PLNOW;04.05.2012;13:00:00;SENYN;SCANDINAVIA;Bahamas;7826788;C6TA7;23842;146.10;Polferries Gdansk;BAZA PROMOWA  P¯B
PLNOW;04.05.2012;06:20:00;NL888;SAMIRA;Netherlands;9240744;P C C G;1435;79.99;Balta SA;Stocznia Marine Projects 
PLNOW;05.05.2012;10:35:00;DEWIS;NORVIND;Gibraltar;9247118;ZDHF6;4185;109.15;INTER BALT;PGE BASEN GÓRNICZY
PLNOW;05.05.2012;06:45:00;PLSZZ;MARSTAN;Antigua and Barbuda;9232979;V2DA3;6368;132.23;UNIFEEDER A/S S.A. O. W POLSCE;bct / gct
PLNOW;05.05.2012;03:00:00;NLRTM;MING MAY;Liberia;9138501;ELRW9;38338;225.00;POSEIDON & FRACHTCONTOR JUNGE;NAB. RUDOWE
PLNOW;05.05.2012;06:00:00;DEPAP;ODYSEUSZ + CONRAD 2;Poland;8102579;SQLV;329;35.36;Morska Agencja Gdynia Ltd. Harbour Office Gdansk;HOLM
PLNOW;05.05.2012;13:00:00;SENYN;BALTIVIA;Bahamas;7931997;C6WN5;17790;136.60;Polferries Gdansk;Baza Promowa P¯B 
PLNOW;05.05.2012;09:00:00;PL888;BREMEN HUNTER;Antigua and Barbuda;8028565;V2PO4;1367;65.00;POLFRACHT AGENCJA ZEGLUGOWA SP. Z O. O.;NAB. FLISAKOW
PLNOW;06.05.2012;11:20:00;NLABL;LONTANO;Gibraltar;9199385;ZDEP9;3244;99.95;Balta SA;NAB. WÊGLOWE
PLNOW;06.05.2012;07:10:00;PLSZZ;HANSE CONFIDENCE;Antigua and Barbuda;9318761;V2OT6;9800;140.39;POLSKA ZJEDNOCZONA KORPORACJA BALTYCKA;NAB. SZCZECIÑSKIE
PLNOW;06.05.2012;14:10:00;SE888;LADOGA 8;Belize;7347483;V3WY;1511;81.01;POLFRACHT AGENCJA ZEGLUGOWA SP. Z O. O.;NAB. BYTOMSKIE
PLNOW;06.05.2012;13:00:00;FIPRV;NAVION OCEANIA;Bahamas;9168946;C6XS3;72449;264.68;MAR-SERVICE;G.S.R.
PLNOW;06.05.2012;16:05:00;NOJEL;BULKNES;Antigua and Barbuda;9384370;V2EG6 ;20234;175.60;Unibaltic Sp. z o.o.;OPP
PLNOW;06.05.2012;02:45:00;PL888;KAMBR;Cyprus;9348223;C4GX2;299;36.00;POLFRACHT AGENCJA ZEGLUGOWA SP. Z O. O.;NAB. FLISAKOW
PLNOW;06.05.2012;14:00:00;PLSZZ;PALICA;Poland;7704057;SQIS;999;64.62;Ship-Service S.A. o/Sopot;CPN-4
PLNOW;07.05.2012;16:06:00;ESLPA;THOR FRIEND;Hong Kong;9499967;VREV4;8545;116.99;POLFRACHT AGENCJA ZEGLUGOWA SP. Z O. O.;NAB. RUDOWE
PLNOW;07.05.2012;07:00:00;EEKND;TINA;Netherlands;9466221;PBYP;2622;88.30;Baltic Shipping Agency Ltd.;elewator 3/4
PLNOW;07.05.2012;07:00:00;FO888;KURSHSKAYA KOSA;Russian Federation;8607206;UBCI;7765;108.12;STARBOARD SHIPPING;GSR
PLNOW;07.05.2012;00:30:00;RU888;CITY OF SUNDERLAND;Isle of Man;9046356;MQPU6;9576;99.92;Morska Agencja Gdynia Ltd. Harbour Office Gdansk;WOC II
PLNOW;07.05.2012;08:10:00;LVVNT;PORONIEC;Poland;7641475;SQHS;697;60.81;Ship-Service S.A. o/Sopot;Rudowe
PLNOW;07.05.2012;12:45:00;SENYN;SCANDINAVIA;Bahamas;7826788;C6TA7;23842;146.10;Polferries Gdansk;BAZA PROMOWA  P¯B
PLNOW;07.05.2012;19:15:00;PLGDY;DS AGILITY;Liberia;9395616;A8LD9;9940;147.87;UNIFEEDER A/S S.A. O. W POLSCE;gtk
PLNOW;07.05.2012;18:00:00;PL888;ST.BARBARA;Saint Vincent and the Grenadines;7406021;J8B2227;2324;78.00;POLFRACHT AGENCJA ZEGLUGOWA SP. Z O. O.;NAB. FLISAKÓW
PLNOW;08.05.2012;12:30:00;PLGDY;BELLAND;Malta;8609618;9HA2261;2673;87.99;SCAN SHIPPING POL Gdynia;przemyslowe
PLNOW;08.05.2012;13:00:00;SENYN;BALTIVIA;Bahamas;7931997;C6WN5;17790;136.60;Polferries Gdansk;Baza Promowa P¯B 
PLNOW;08.05.2012;12:40:00;PL888;BREMEN HUNTER;Antigua and Barbuda;8028565;V2PO4;1367;65.00;POLFRACHT AGENCJA ZEGLUGOWA SP. Z O. O.;NAB. FLISAKOW
PLNOW;08.05.2012;16:00:00;DK888;ALGA;Saint Vincent and the Grenadines;7510884;J8B2590;1864;83.57;Baltic Shipping Agency Ltd.;NAB. OLIWSKIE
PLNOW;09.05.2012;20:55:00;NOSVG;TOVE;Gibraltar;9156175;ZDHX3;1864;82.50;Wilhelmsen Ships Service Polska Sp. z o.o. Branch Office Sopot;Oliwskie
PLNOW;09.05.2012;15:40:00;DKKAL;ILE DE BREHAT;France;9247053;FOUC;13978;140.00;BALT-T Agency Sp. z o.o.;17:00, Oliwskie
PLNOW;09.05.2012;08:00:00;DERSK;GERDA;Latvia;8906212;YLCI;852;64.34;Baltic Shipping Agency Ltd.;ELEWATOR 1
PLNOW;09.05.2012;06:00:00;LTKLJ;LADOGA 8;Belize;7347483;V3WY;1511;81.00;Baltic Shipping Agency Ltd.;ELEWATOR 3/4
PLNOW;09.05.2012;15:10:00;DEWIS;RISOLUTO;Gibraltar;9143788;ZDHI4;2848;89.72;Balta SA;NAB. WÊGLOWE
PLNOW;09.05.2012;12:45:00;SENYN;SCANDINAVIA;Bahamas;7826788;C6TA7;23842;146.10;Polferries Gdansk;BAZA PROMOWA  P¯B
PLNOW;10.05.2012;13:30:00;ESCEU;BOTNIA;Antigua and Barbuda;9418286;V2EP3;5285;121.80;INTER BALT;NABRZE¯E WÊGLOWE
PLNOW;10.05.2012;06:00:00;NLDZL;MTM SHANGHAI;Singapore;9345908;9V9600;11641;144.00;OKMARIT Ltd;Chemików
PLNOW;10.05.2012;09:30:00;FINLI;SDK SPAIN;Denmark;8602000;OYES2;1525;74.33;B+K Agency Ltd. ;OLIWSKIE
PLNOW;10.05.2012;09:00:00;NLVLI;FORTUNA  BAY;Liberia;9067128;A8JH6;10203;144.52;Morska Agencja Gdynia Ltd. Harbour Office Gdansk;WOC 1
PLNOW;10.05.2012;19:30:00;NLABL;DISTINTO;Gibraltar;9199414;ZDEQ2;3244;99.95;Balta SA;nab. Wêglowe
PLNOW;10.05.2012;17:06:00;DEBKE;SOLEY-4;Malta;9566708;9HA2977;4812;109.92;POLFRACHT AGENCJA ZEGLUGOWA SP. Z O. O.;OPP
PLNOW;10.05.2012;13:00:00;SENYN;BALTIVIA;Bahamas;7931997;C6WN5;17790;136.60;Polferries Gdansk;Baza Promowa P¯B 
PLNOW;10.05.2012;13:35:00;LTKLJ;TANJA;Antigua and Barbuda;8818623;V2PM5;2190;82.50;Vetro Shipping Services;Nab. Krakowskie
PLNOW;10.05.2012;19:00:00;RUVYG;VT ELECTRON;Denmark;8207379;OVUA2;291;31.85;ANCHOR AGENTS and SHIPBROKERS;nabrze¿e rudowe
PLNOW;10.05.2012;08:00:00;PLSWI;OCEANIA;Poland;8304854;SQOC;370;48.93;POLSTEAM SHIPPING AGENCY Gdynia;Nab. Zbo¿owe
PLNOW;11.05.2012;22:50:00;PLSZZ;MARSTAN;Antigua and Barbuda;9232979;V2DA3;6368;132.23;UNIFEEDER A/S S.A. O. W POLSCE;gtk
PLNOW;11.05.2012;09:00:00;BEANR;CLAMOR SCHULTE;Isle of Man;9220809;ZNVF8;8234;128.80;Mar-Yard Ltd. Shipbrokers, Husbandry Agents ;REMONTOWA SA
PLNOW;11.05.2012;12:35:00;FIRAU;SAN BERNARDINO;Switzerland;9264116;HBLV;3977;106.00;OKMARIT Ltd;Rudowe
PLNOW;11.05.2012;16:00:00;NOJEL;FITNES;Antigua and Barbuda;9490105;V2ER8;20234;175.60;Unibaltic Sp. z o.o.;OPP SIARKPORT
PLNOW;11.05.2012;13:00:00;RUVYG;ALESIA;Antigua and Barbuda;9433339;V2DL9;4726;116.08;ANCHOR AGENTS and SHIPBROKERS;nabrze¿e rudowe
PLNOW;11.05.2012;05:30:00;PL888;KAMBR;Cyprus;9348223;C4GX2;299;36.00;POLFRACHT AGENCJA ZEGLUGOWA SP. Z O. O.;NAB. FLISAKOW
PLNOW;11.05.2012;15:40:00;PL888;BREMEN HUNTER;Antigua and Barbuda;8028565;V2PO4;1367;65.00;POLFRACHT AGENCJA ZEGLUGOWA SP. Z O. O.;NAB. FLISAKOW
PLNOW;11.05.2012;13:00:00;SENYN;SCANDINAVIA;Bahamas;7826788;C6TA7;23842;146.10;Polferries Gdansk;BAZA PROMOWA  P¯B
PLNOW;11.05.2012;21:00:00;SEMMA;SAN REMO;Saint Vincent and the Grenadines;6507983;J8B2632;1283;69.28;Baltic Shipping Agency Ltd.;ELEWATOR 1
PLNOW;12.05.2012;11:30:00;NOFRK;CEVDET A;Malta;9474450;9HTW9;7244;129.00;OKMARIT Ltd;Chemików
PLNOW;12.05.2012;06:00:00;SELDK;NOEST;Netherlands;9120102;PHFN;1546;84.00;Schultz Shipping Sp. z o.o.;Bytomskie
PLNOW;12.05.2012;15:05:00;DEHAM;HANSE CONFIDENCE;Antigua and Barbuda;9318761;V2OT6;9800;140.39;POLSKA ZJEDNOCZONA KORPORACJA BALTYCKA;NAB. SZCZECIÑSKIE
PLNOW;12.05.2012;06:30:00;PL888;GRANIT;Saint Vincent and the Grenadines;7911260;J8B4613;1313;64.00;POLFRACHT AGENCJA ZEGLUGOWA SP. Z O. O.;NABRZEZE FLISAKOW
PLNOW;12.05.2012;13:00:00;SENYN;BALTIVIA;Bahamas;7931997;C6WN5;17790;136.60;Polferries Gdansk;Baza Promowa P¯B 
PLNOW;13.05.2012;10:00:00;GBHUL;THEA MARIEKE;Netherlands;9195418;PBDE;2311;82.50;Baltic Shipping Agency Ltd.;Nab. Rudowe
PLNOW;13.05.2012;07:00:00;SESTO;ATLAS II;Poland;6611071;SQMK;186;28.00;"""WU¯"" Port and Maritim Services Ltd Sp. z o.o.";Port Pó³nocny
