"Kod portu 
";Data przybycia (rrrr-mm-dd);"Godzina przybycia
(hh:mm)";"Kod portu, 
z którego jednostka przyp³ynê³a ";Nazwa statku;Bandera;nr IMO ;Sygna³ wywo³awczy;"Pojemnoœæ brutto 
(tony)";D³ugoœæ (metry);Agent;Nabrze¿e (miejsce zacumowania)
PLDAR;2016-12-16;08:00:00;PLGDY;DORNUM;Antigua and Barbuda;9015462;V2OZ;1662;81.80;Morska Agencja Gdynia Ltd. Harbour Office Gdynia;Gdañskie
PLDAR;2016-12-28;12:00:00;NLAML;EEMS SERVANT;Netherlands;9559602;PBTI;1862;87.20;Morska Agencja Gdynia Ltd. Harbour Office Gdynia;Gdañskie
PLDAR;2017-01-25;11:00:00;SESAE;KINE;Bahamas;9145140;C6WT4;2061;88.56;Morska Agencja Gdynia Ltd. Harbour Office Gdynia;Gdañskie
PLDAR;2017-02-19;08:00:00;PLSZZ;SANDETTIE;Netherlands;9214018;P.C.C.J.;2088;88.95;Morska Agencja Gdynia Ltd. Harbour Office Gdynia;Gdañskie
PLDAR;2017-02-22;06:00:00;DKHOR;PEIKKO;Cyprus;8324684;P3CB8;1521;82.45;Morska Agencja Gdynia Ltd. Harbour Office Gdynia;Gdañskie
PLDAR;2017-03-03;12:00:00;DKFRC;FLUVIUS PLYM;Bahamas;9163611;C6AZ5;2316;89.98;Morska Agencja Gdynia Ltd. Harbour Office Gdynia;Gdañskie
PLDAR;2017-03-05;06:00:00;DKCPH;IDA;Cyprus;8613358;C4CZ2;1616;82.45;Morska Agencja Gdynia Ltd. Harbour Office Gdynia;Gdañskie
PLDAR;2017-03-08;12:00:00;DEWIS;LILL;Norway;8209743;LAVF7 ;1843;80.72;Morska Agencja Gdynia Ltd. Harbour Office Gdynia;Szczeciñskie
PLDAR;2017-03-15;15:00:00;DKCPH;HAITHABU;Antigua and Barbuda;8222185;V2GP7;1372;75.23;Morska Agencja Gdynia Ltd. Harbour Office Gdynia;Gdañskie
PLDAR;2017-03-24;10:27:00;DKDRA;IKAR;Poland;6519302;SPG2521;171;29.97;JAN STÊPNIEWSKI I SKA Sp. z o. o.;Dorszowe 1 
PLDAR;2017-03-26;09:00:00;FRURO;WILSON AVONMOUTH;Malta;9313747;9HA2335;2451;88.30;Morska Agencja Gdynia Ltd. Harbour Office Gdynia;Gdañskie
PLDAR;2017-04-19;08:00:00;PLGDY;OAK;Cook Islands;8211629;E5U2636;1560;87.80;Morska Agencja Gdynia Ltd. Harbour Office Gdynia;Gdañskie
PLDAR;2017-04-24;06:00:00;DKCPH;MIA SOPHIE-B;Germany;9113599;DGDB2;1596;81.00;Morska Agencja Gdynia Ltd. Harbour Office Gdynia;Gdañskie
PLDAR;2017-05-06;01:00:00;DKCPH;HAITHABU;Antigua and Barbuda;8222185;V2GP7;1372;75.23;Morska Agencja Gdynia Ltd. Harbour Office Gdynia;Gdañskie
PLDAR;2017-05-10;07:00:00;SEELL;HELT;Panama;8402589;3FSB;1473;79.10;DAN SHIPPING & TRADING Co. Ltd. ;Szczeciñskie
PLDAR;2017-05-12;07:00:00;SEELL;DAN FIGHTER;Denmark;8709767;OVUE2;851;64.34;DAN SHIPPING & TRADING Co. Ltd. ;Szczeciñskie
PLDAR;2017-05-14;08:00:00;DKCPH;HAITHABU;Antigua and Barbuda;8222185;V2GP7;1372;75.23;Morska Agencja Gdynia Ltd. Harbour Office Gdynia;Gdañskie
PLDAR;2017-05-18;07:00:00;SEELL;HELT;Panama;8402589;3FSB;1473;79.10;DAN SHIPPING & TRADING Co. Ltd. ;Szczeciñskie
PLDAR;2017-05-23;13:00:00;DKFAK;OAK;Cook Islands;8211629;E5U2636;1560;87.80;Morska Agencja Gdynia Ltd. Harbour Office Gdynia;Gdañskie
PLDAR;2017-05-27;07:45:00;SEELL;ARCTICA HAV;Bahamas;8403571;C6UL8;1532;82.45;DAN SHIPPING & TRADING Co. Ltd. ;Szczeciñskie
PLDAR;2017-06-21;06:00:00;DECUX;FILIA NETTIE;Netherlands;9488827;PIPK;2137;89.99;Morska Agencja Gdynia Ltd. Harbour Office Gdynia;Dorszowe 1 
PLDAR;2017-06-28;08:00:00;DKFAK;OSA;Cyprus;8420086;SNBD;1782;83.38;Morska Agencja Gdynia Ltd. Harbour Office Gdynia;Dorszowe 1 
PLDAR;2017-07-01;16:00:00;SEELL;HELGA;Antigua and Barbuda;8402577;V2XS;1472;79.80;DAN SHIPPING & TRADING Co. Ltd. ;Szczeciñskie
PLDAR;2017-07-10;07:00:00;DKASH;LANGELAND;Germany;8420098;DFZK;1832;80.70;DAN SHIPPING & TRADING Co. Ltd. ;Gdyñskie
PLDAR;2017-07-15;18:00:00;DEWIS;LILL;Norway;8209743;LAVF7 ;1843;80.72;Morska Agencja Gdynia Ltd. Harbour Office Gdynia;Dorszowe 1 
PLDAR;2017-07-24;07:00:00;DKASH;LILY-B;Germany;9066069;DGCX2;1596;81.40;DAN SHIPPING & TRADING Co. Ltd. ;Gdyñskie
PLDAR;2017-07-30;04:00:00;DKHOR;HAITHABU;Antigua and Barbuda;8222185;V2GP7;1372;75.23;Morska Agencja Gdynia Ltd. Harbour Office Gdynia;Gdañskie
PLDAR;2017-08-02;07:00:00;LTKLJ;HELGA;Antigua and Barbuda;8402577;V2XS;1472;79.80;DAN SHIPPING & TRADING Co. Ltd. ;Szczeciñskie
PLDAR;2017-08-07;06:00:00;DEGRD;MIA SOPHIE-B;Germany;9113599;DGDB2;1596;81.00;Morska Agencja Gdynia Ltd. Harbour Office Gdynia;Gdañskie
PLDAR;2017-08-08;19:45:00;LTKLJ;HELGA;Antigua and Barbuda;8402577;V2XS;1472;79.80;DAN SHIPPING & TRADING Co. Ltd. ;Gdyñskie
PLDAR;2017-08-08;10:00:00;DKFAK;HELT;Panama;8402589;3FSB;1473;79.10;Morska Agencja Gdynia Ltd. Harbour Office Gdynia;Gdañskie
PLDAR;2017-08-14;05:00:00;GBSEA;JAN V;Antigua and Barbuda;8504179;V2LA3;1749;80.55;Morska Agencja Gdynia Ltd. Harbour Office Gdynia;Gdañskie
PLDAR;2017-08-16;22:00:00;DKFRC;SANDETTIE;Netherlands;9214018;P.C.C.J.;2088;88.95;Morska Agencja Gdynia Ltd. Harbour Office Gdynia;Gdañskie
PLDAR;2017-08-21;10:00:00;DKASH;BONITA;Latvia;8609931;YLBA;920;64.35;DAN SHIPPING & TRADING Co. Ltd. ;Gdyñskie
PLDAR;2017-08-30;12:00:00;LTKLJ;HELGA;Antigua and Barbuda;8402577;V2XS;1472;79.80;DAN SHIPPING & TRADING Co. Ltd. ;Szczeciñskie
PLDAR;2017-09-07;21:00:00;DKODE;KIRSTEN-B;Germany;9116773;DGDC2;1596;81.40;Morska Agencja Gdynia Ltd. Harbour Office Gdynia;Gdañskie
PLDAR;2017-09-15;17:30:00;SEHAD;DAAN;Netherlands;9201956;PFBH;2080;88.95;Morska Agencja Gdynia Ltd. Harbour Office Gdynia;Gdañskie
PLDAR;2017-09-17;07:00:00;SEFLI;LEIRIA;Cyprus;9248370;5BYU3;1921;89.70;DAN SHIPPING & TRADING Co. Ltd. ;Szczeciñskie
PLDAR;2017-09-23;11:00:00;SEELL;RUBYN;Saint Vincent and the Grenadines;8511885;J8B2973;1512;79.63;DAN SHIPPING & TRADING Co. Ltd. ;Szczeciñskie
PLDAR;2017-09-28;07:00:00;SEAHU;MISTRAL;Antigua and Barbuda;6617855;V2HO;1064;68.36;Morska Agencja Gdynia Ltd. Harbour Office Gdynia;Gdañskie
PLDAR;2017-10-04;20:00:00;DKODE;HELT;Panama;8402589;3FSB;1473;79.10;Morska Agencja Gdynia Ltd. Harbour Office Gdynia;Gdañskie
PLDAR;2017-10-06;12:00:00;DELBC;MISTRAL;Antigua and Barbuda;6617855;V2HO;1064;68.36;Morska Agencja Gdynia Ltd. Harbour Office Gdynia;Gdañskie
PLDAR;2017-10-22;07:00:00;DKFRC;HAV ZANDER;Bahamas;9001849;C6XN5;1960;88.00;Morska Agencja Gdynia Ltd. Harbour Office Gdynia;Gdañskie
PLDAR;2017-10-21;07:00:00;LTKLJ;DOLFIJN;Antigua and Barbuda;8815786;V2PT6;1987;81.20;DAN SHIPPING & TRADING Co. Ltd. ;Gdyñskie
PLDAR;2017-10-21;13:00:00;SEFLI;LILL;Norway;8209743;LAVF7;1843;80.05;DAN SHIPPING & TRADING Co. Ltd. ;Szczeciñskie
PLDAR;2017-10-25;06:00:00;SEELE;DOLFIJN;Antigua and Barbuda;8815786;V2PT6;1987;81.20;DAN SHIPPING & TRADING Co. Ltd. ;Szczeciñskie
PLDAR;2017-11-06;08:30:00;DERSK;LILL;Norway;8209743;LAVF7 ;1843;80.72;Morska Agencja Gdynia Ltd. Harbour Office Gdynia;Dorszowe 1 
PLDAR;2017-11-16;20:00:00;DKVEJ;HAV ZANDER;Bahamas;9001849;C6XN5;1960;88.00;Morska Agencja Gdynia Ltd. Harbour Office Gdynia;Gdañskie
PLDAR;2017-11-23;07:00:00;SEFLI;BALDER;Antigua and Barbuda;8505549;V2PI6;1790;82.50;DAN SHIPPING & TRADING Co. Ltd. ;Szczeciñskie
PLDAR;2017-11-23;19:00:00;DEWIS;LILL;Norway;8209743;LAVF7 ;1843;80.72;Morska Agencja Gdynia Ltd. Harbour Office Gdynia;Dorszowe 1 
PLDAR;2017-11-30;10:00:00;SENRK;FILIA NETTIE;Netherlands;9488827;PIPK;2137;89.99;Morska Agencja Gdynia Ltd. Harbour Office Gdynia;Gdañskie
PLDAR;2017-12-10;14:00:00;SEKLR;LILL;Norway;8209743;LAVF7 ;1843;80.72;Morska Agencja Gdynia Ltd. Harbour Office Gdynia;Dorszowe 1 
PLDAR;2017-12-26;09:00:00;BEANR;SANDETTIE;Netherlands;9214018;P.C.C.J.;2088;88.95;Morska Agencja Gdynia Ltd. Harbour Office Gdynia;Gdañskie
PLDAR;2017-12-27;22:00:00;DEWIS;LILL;Norway;8209743;LAVF7 ;1843;80.72;Morska Agencja Gdynia Ltd. Harbour Office Gdynia;Dorszowe 1 
PLDAR;2017-12-30;11:00:00;SELAA;RINALAND;Latvia;8618035;YLOK;2006;81.86;Morska Agencja Gdynia Ltd. Harbour Office Gdynia;Dorszowe 1 
PLDAR;2017-12-31;07:00:00;SEELL;BALDER;Antigua and Barbuda;8505549;V2PI6;1790;82.50;DAN SHIPPING & TRADING Co. Ltd. ;Szczeciñskie
PLDAR;2018-01-05;09:00:00;SEJAT;LILL;Norway;8209743;LAVF7 ;1843;80.72;Morska Agencja Gdynia Ltd. Harbour Office Gdynia;Gdañskie
PLDAR;2018-01-10;06:45:00;SEELL;NATHALIE;Finland;8906224;OJLP;852;64.29;DAN SHIPPING & TRADING Co. Ltd. ;Szczeciñskie
PLDAR;2018-01-10;20:00:00;DKODE;DANUBIA;Norway;8415653;LAXV5;1781;83.18;Morska Agencja Gdynia Ltd. Harbour Office Gdynia;Gdañskie
PLDAR;2018-01-16;06:00:00;DEWIS;LILL;Norway;8209743;LAVF7 ;1843;80.72;Morska Agencja Gdynia Ltd. Harbour Office Gdynia;Gdañskie
PLDAR;2018-01-18;07:00:00;SEELL;RUBYN;Saint Vincent and the Grenadines;8511885;J8B2973;1512;79.62;DAN SHIPPING & TRADING Co. Ltd. ;Szczeciñskie
PLDAR;2018-01-25;09:00:00;SEELL;RUBYN;Saint Vincent and the Grenadines;8511885;J8B2973;1512;79.62;DAN SHIPPING & TRADING Co. Ltd. ;Szczeciñskie
PLDAR;2018-01-26;09:00:00;DKNRS;VARMLAND;Germany;9196254;DFXF;2316;89.99;Morska Agencja Gdynia Ltd. Harbour Office Gdynia;Gdañskie
PLDAR;2018-01-27;23:45:00;DKHOR;HAITHABU;Antigua and Barbuda;8222185;V2GP7;1372;75.23;Morska Agencja Gdynia Ltd. Harbour Office Gdynia;Gdañskie
PLDAR;2018-02-02;12:00:00;DKODE;DANUBIA;Norway;8415653;LAXV5;1781;83.18;Morska Agencja Gdynia Ltd. Harbour Office Gdynia;Gdañskie
PLDAR;2018-02-04;14:00:00;NLRTM;CORINNE;Finland;8912481;OJQU;1524;73.85;DAN SHIPPING & TRADING Co. Ltd. ;Szczeciñskie
PLDAR;2018-02-08;16:00:00;DKNVD;PRIMA CELINA;Finland;9030230;OJNI;1599;82.00;DAN SHIPPING & TRADING Co. Ltd. ;Szczeciñskie
PLDAR;2018-02-09;07:00:00;SEELL;OSA;Poland;8420086;SNBD;1782;83.38;DAN SHIPPING & TRADING Co. Ltd. ;Szczeciñskie
PLDAR;2018-02-11;09:00:00;SEELL;OSA;Poland;8420086;SNBD;1782;83.38;DAN SHIPPING & TRADING Co. Ltd. ;Szczeciñskie
PLDAR;2018-02-14;07:00:00;DKRNN;TRAVEBERG;Antigua and Barbuda;8104541;V2DQ8;1939;87.95;DAN SHIPPING & TRADING Co. Ltd. ;Szczeciñskie
PLDAR;2018-02-22;10:00:00;SENRK;DAAN;Netherlands;9201956;PFBH;2080;88.95;Morska Agencja Gdynia Ltd. Harbour Office Gdynia;Gdañskie
PLDAR;2018-03-03;19:00:00;DKHOR;HAITHABU;Antigua and Barbuda;8222185;V2GP7;1372;75.23;Morska Agencja Gdynia Ltd. Harbour Office Gdynia;Gdañskie
PLDAR;2018-03-06;10:00:00;LTKLJ;RUBYN;Saint Vincent and the Grenadines;8511885;J8B2973;1512;79.63;DAN SHIPPING & TRADING Co. Ltd. ;Gdyñskie
PLDAR;2018-03-07;06:00:00;PLGDN;AGOT;Saint Vincent and the Grenadines;7700594;J8B5351;1290;63.26;Morska Agencja Gdynia Ltd. Harbour Office Gdynia;Gdañskie
PLDAR;2018-03-09;07:00:00;SEELL;RUBYN;Saint Vincent and the Grenadines;8511885;J8B2973;1512;79.63;DAN SHIPPING & TRADING Co. Ltd. ;Szczeciñskie
PLDAR;2018-03-11;17:00:00;DKODE;OAK;Cook Islands;8211629;E5U2636;1560;87.80;Morska Agencja Gdynia Ltd. Harbour Office Gdynia;Gdañskie
PLDAR;2018-03-12;10:00:00;DEWIS;LILL;Norway;8209743;LAVF7 ;1843;80.72;Morska Agencja Gdynia Ltd. Harbour Office Gdynia;Gdañskie
PLDAR;2018-03-13;06:00:00;PLSWI;EDZARD CIRKSENA;Antigua and Barbuda;9375824;V2DE2;2451;88.30;Morska Agencja Gdynia Ltd. Harbour Office Gdynia;Gdañskie
PLDAR;2018-03-15;06:00:00;SEELE;OAK;Cook Islands;8211629;E5U2636;1560;87.65;DAN SHIPPING & TRADING Co. Ltd. ;Szczeciñskie
PLDAR;2018-03-16;06:45:00;LTKLJ;RUBYN;Saint Vincent and the Grenadines;8511885;J8B2973;1512;79.63;DAN SHIPPING & TRADING Co. Ltd. ;Gdyñskie
PLDAR;2018-03-20;06:00:00;SEELL;RUBYN;Saint Vincent and the Grenadines;8511885;J8B2973;1512;79.63;DAN SHIPPING & TRADING Co. Ltd. ;Szczeciñskie
PLDAR;2018-03-24;14:30:00;LTKLJ;DARINA;Poland;7700582;J8B2127;1253;63.30;Morska Agencja Gdynia Ltd. Harbour Office Gdynia;Dorszowe 2
PLDAR;2018-03-28;14:30:00;SEFLI;BALDER;Antigua and Barbuda;8505549;V2PI6;1790;82.50;Morska Agencja Gdynia Ltd. Harbour Office Gdynia;Dorszowe 1 
PLDAR;2018-04-01;22:00:00;LTKLJ;ASHLEY;Netherlands;9201944;PEDN;2056;88.95;Morska Agencja Gdynia Ltd. Harbour Office Gdynia;Gdañskie
PLDAR;2018-04-04;15:00:00;SEFLI;BALDER;Antigua and Barbuda;8505549;V2PI6;1790;82.50;Morska Agencja Gdynia Ltd. Harbour Office Gdynia;Dorszowe 1 
PLDAR;2018-04-11;18:00:00;SEFLI;BALDER;Antigua and Barbuda;8505549;V2PI6;1790;82.50;DAN SHIPPING & TRADING Co. Ltd. ;Szczeciñskie
PLDAR;2018-04-12;14:00:00;PLGDN;DARINA;Poland;7700582;J8B2127;1253;63.30;Morska Agencja Gdynia Ltd. Harbour Office Gdynia;Dorszowe 2
PLDAR;2018-04-18;12:00:00;PLSZZ;MARTEN;Cyprus;9617337;5BNU3;2589;89.92;Morska Agencja Gdynia Ltd. Harbour Office Gdynia;Gdañskie
PLDAR;2018-04-20;22:30:00;SEFLI;RUBYN;Saint Vincent and the Grenadines;8511885;J8B2973;1512;79.63;DAN SHIPPING & TRADING Co. Ltd. ;Szczeciñskie
PLDAR;2018-04-21;01:00:00;PLDAR;MARTEN;Cyprus;9617337;5BNU3;2589;89.92;Morska Agencja Gdynia Ltd. Harbour Office Gdynia;Dorszowe 1 
PLDAR;2018-05-02;15:00:00;PLKOL;CYKLOP + ROLAND X;Poland;6605448;SQLI;186;28.50;Morska Agencja Gdynia Ltd. Harbour Office Gdynia;Gdañskie
PLDAR;2018-05-02;09:00:00;PLNOW;SM-PRC-108;Poland;8937572;SPG 2918;539;58.92;Przedsiebiorstwo Robot Czerpalnych i Podwodnych;Brak
PLDAR;2018-05-04;06:00:00;DKTYB;DARINA;Poland;7700582;J8B2127;1253;63.30;Morska Agencja Gdynia Ltd. Harbour Office Gdynia;Dorszowe 2
PLDAR;2018-05-05;00:30:00;DEREN;TRAVEBERG;Antigua and Barbuda;8104541;V2DQ8;1939;87.95;DAN SHIPPING & TRADING Co. Ltd. ;Szczeciñskie
PLDAR;2018-05-06;16:00:00;SEFIG;OAK;Cook Islands;8211629;E5U2636;1560;87.80;Morska Agencja Gdynia Ltd. Harbour Office Gdynia;Dorszowe 2
PLDAR;2018-05-09;21:00:00;DKHOR;HELGA;Antigua and Barbuda;8402577;V2FW;1473;79.80;Morska Agencja Gdynia Ltd. Harbour Office Gdynia;Dorszowe 1 
PLDAR;2018-05-12;12:00:00;SEFIG;OAK;Cook Islands;8211629;E5U2636;1560;87.80;Morska Agencja Gdynia Ltd. Harbour Office Gdynia;Dorszowe 2
PLDAR;2018-05-17;02:00:00;PLSZZ;SPEYK;Netherlands;9374698; PDFG;2528;89.99;Morska Agencja Gdynia Ltd. Harbour Office Gdynia;Dorszowe 2
PLDAR;2018-05-19;06:00:00;PLKOL;RUBYN;Saint Vincent and the Grenadines;8511885;J8B2973;1512;79.62;Morska Agencja Gdynia Ltd. Harbour Office Gdynia;Gdañskie
PLDAR;2018-05-20;12:00:00;NOHRY;DAAN;Netherlands;9201956;PFBH;2080;88.95;Morska Agencja Gdynia Ltd. Harbour Office Gdynia;Gdañskie
PLDAR;2018-05-19;12:00:00;SEFLI;OAK;Cook Islands;8211629;E5U2636;1560;87.65;DAN SHIPPING & TRADING Co. Ltd. ;Gdyñskie
PLDAR;2018-05-26;06:00:00;PLKOL;RUBYN;Saint Vincent and the Grenadines;8511885;J8B2973;1512;79.62;Morska Agencja Gdynia Ltd. Harbour Office Gdynia;Gdañskie
PLDAR;2018-05-25;03:00:00;SEKLR;RINALAND;Latvia;8618035;YLOK;2006;81.86;Morska Agencja Gdynia Ltd. Harbour Office Gdynia;Dorszowe 1 
PLDAR;2018-05-25;00:30:00;PLKOL;HELGA;Antigua and Barbuda;8402577;V2XS;1472;79.80;DAN SHIPPING & TRADING Co. Ltd. ;Gdyñskie
PLDAR;2018-05-29;08:00:00;PLSZZ;CYKLOP;Poland;6605448;SQLI;186;28.50;Morska Agencja Gdynia Ltd. Harbour Office Gdynia;Gdañskie
PLDAR;2018-06-02;23:00:00;SEFIG;OAK;Cook Islands;8211629;E5U2636;1560;87.80;Morska Agencja Gdynia Ltd. Harbour Office Gdynia;Dorszowe 2
PLDAR;2018-06-09;22:00:00;PLKOL;RUBYN;Saint Vincent and the Grenadines;8511885;J8B2973;1512;79.62;Morska Agencja Gdynia Ltd. Harbour Office Gdynia;Gdañskie
PLDAR;2018-06-15;06:00:00;SEELE;OAK;Cook Islands;8211629;E5U2636;1560;87.80;Morska Agencja Gdynia Ltd. Harbour Office Gdynia;Dorszowe 2
PLDAR;2018-06-21;01:00:00;SESOL;BALTIC CARRIER;Gibraltar;9138197;ZDFD4;2280;82.50;Morska Agencja Gdynia Ltd. Harbour Office Gdynia;Dorszowe 1 
PLDAR;2018-06-21;06:00:00;DKASH;EEMS SPRING;Netherlands;9503524;PHPL;1862;87.30;DAN SHIPPING & TRADING Co. Ltd. ;Gdyñskie
PLDAR;2018-06-23;06:00:00;SEELE;OAK;Cook Islands;8211629;E5U2636;1560;87.80;Morska Agencja Gdynia Ltd. Harbour Office Gdynia;Gdañskie
